product_name,brand,category,review_text,rating,sentiment,skin_type,review_date,price_range,verified_purchase
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Normal,22-12-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Decent product for the price,3,Neutral,Oily,11-02-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Oily,01-06-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Sensitive,28-12-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Oily,29-11-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Oily,24-03-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Sensitive,21-06-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,"Product is okay, nothing special",3,Neutral,Dry,08-12-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Normal,07-06-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Dry,16-04-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,2,Negative,Normal,06-06-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Normal,18-02-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Combination,04-06-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Combination,26-03-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Normal,17-03-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Oily,13-01-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",5,Positive,Normal,04-06-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Oily,06-04-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Normal,04-06-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Oily,01-06-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Sensitive,21-06-2023,High,Yes
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Sensitive,23-02-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Oily,04-12-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Combination,12-01-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",5,Positive,Dry,25-12-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Oily,14-11-2022,High,No
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,5,Positive,Oily,24-10-2023,High,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Combination,13-11-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Dry,20-08-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Oily,04-06-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,2,Negative,Normal,21-01-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Dry,09-01-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Dry,31-03-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Dry,13-11-2022,High,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Sensitive,18-04-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Sensitive,15-06-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not bad but takes time to show effect,3,Neutral,Oily,19-10-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Normal,21-05-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Combination,06-04-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Sensitive,24-12-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Normal,18-01-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Dry,29-01-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,Not worth the money,2,Negative,Dry,09-02-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Sensitive,23-09-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Dry,05-05-2024,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,5,Positive,Sensitive,24-04-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Oily,02-09-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Oily,06-05-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,1,Negative,Normal,12-08-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Oily,22-09-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,4,Positive,Dry,12-11-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Not worth the money,1,Negative,Normal,12-07-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Sensitive,18-01-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Combination,04-09-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Oily,27-12-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Dry,10-04-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Combination,26-07-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Combination,12-06-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Oily,11-02-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,1,Negative,Combination,07-10-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Sensitive,31-01-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Combination,27-03-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Sensitive,09-09-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Oily,23-03-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Normal,05-01-2024,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Sensitive,13-02-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Oily,18-03-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Oily,27-05-2022,Low,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,1,Negative,Dry,08-03-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Oily,12-09-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Sensitive,21-02-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Combination,12-02-2023,High,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Oily,24-01-2024,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Normal,01-05-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Normal,20-10-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Oily,08-04-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Combination,28-12-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Combination,21-05-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,5,Positive,Dry,05-05-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Oily,05-01-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Normal,30-03-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Normal,25-02-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Combination,20-10-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Combination,12-05-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,5,Positive,Oily,01-05-2024,Mid,Yes
Vitamin C Serum,SkinPure,Serum,"Average results, expected more",3,Neutral,Dry,15-06-2022,High,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Combination,16-05-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,5,Positive,Combination,09-05-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Normal,19-10-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,2,Negative,Dry,06-11-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Oily,16-02-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Normal,17-10-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Decent product for the price,3,Neutral,Combination,10-05-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Oily,07-12-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Sensitive,21-04-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Combination,01-06-2024,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,2,Negative,Combination,12-06-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Oily,01-10-2022,High,No
Vitamin C Serum,SkinPure,Serum,Very disappointing product,1,Negative,Oily,25-10-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Dry,13-04-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Not worth the money,2,Negative,Dry,26-05-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Oily,03-04-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Dry,21-08-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Sensitive,04-09-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Oily,18-03-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Combination,16-02-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Dry,07-01-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,5,Positive,Sensitive,22-02-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Dry,10-04-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,5,Positive,Combination,13-02-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Sensitive,28-05-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,2,Negative,Combination,03-04-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,2,Negative,Normal,12-06-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Neither good nor bad,3,Neutral,Dry,07-02-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Normal,30-06-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Oily,13-01-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,5,Positive,Combination,26-03-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Product is okay, nothing special",3,Neutral,Normal,15-08-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Dry,21-06-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Normal,19-12-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Combination,05-03-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Normal,04-03-2024,High,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Dry,29-07-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,4,Positive,Combination,27-06-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Combination,24-11-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Dry,13-10-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Dry,08-12-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not bad but takes time to show effect,3,Neutral,Normal,25-03-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,5,Positive,Normal,24-01-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Not bad but takes time to show effect,3,Neutral,Oily,22-10-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Sensitive,08-08-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Combination,21-05-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,2,Negative,Dry,21-02-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,1,Negative,Sensitive,05-12-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Normal,11-06-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Combination,25-11-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Dry,02-07-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Oily,06-05-2024,Mid,No
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Oily,10-01-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Combination,19-10-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Dry,21-05-2024,Low,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,1,Negative,Combination,16-06-2022,High,No
Vitamin C Serum,SkinPure,Serum,Very disappointing product,1,Negative,Combination,20-03-2024,High,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Normal,26-05-2024,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Oily,15-02-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Combination,12-09-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,2,Negative,Sensitive,11-02-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Normal,12-01-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Oily,22-04-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Combination,08-12-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Dry,13-08-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Normal,18-01-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,5,Positive,Dry,20-02-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Sensitive,25-06-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Oily,28-04-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Dry,02-12-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Sensitive,04-04-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Normal,02-03-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Sensitive,20-11-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Oily,03-02-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Sensitive,19-12-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Sensitive,02-02-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Sensitive,19-01-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Oily,01-12-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,2,Negative,Normal,07-02-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Combination,20-04-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Dry,17-04-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Oily,02-02-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,2,Negative,Dry,10-03-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Normal,20-11-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,4,Positive,Sensitive,28-08-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,5,Positive,Combination,28-08-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Neither good nor bad,3,Neutral,Dry,06-11-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Combination,09-10-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Sensitive,24-07-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Normal,23-11-2022,Low,No
Vitamin C Serum,SkinPure,Serum,"Average results, expected more",3,Neutral,Sensitive,08-07-2022,High,No
Vitamin C Serum,SkinPure,Serum,"Product is okay, nothing special",3,Neutral,Dry,05-04-2024,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Sensitive,25-07-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Dry,05-12-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,1,Negative,Normal,12-01-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Normal,10-09-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Normal,11-08-2022,High,No
Aloe Vera Gel,NatureCare,Gel,"Product is okay, nothing special",3,Neutral,Oily,05-08-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Normal,22-12-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Combination,05-03-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Combination,12-11-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Sensitive,11-04-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Combination,28-02-2023,High,Yes
